"Unique Investment Identifier","Business Case ID","Agency Code","Agency Name","Investment Title","Contract ID","Agency Contract ID","Contract Status","Contracting Agency ID","Contract Number (PIID)","IDV PIID","IDV Agency ID","Solicitation ID (Agency)","Modular Approaches / Contracting","EVM Required","Match found in USAspending","Vendor Name (USAspending)","Solicitation ID (USAspending)","Action Obligation Amount (In $ million) (USAspending)","Type of Contract (USAspending)","Performance Based Contract (USAspending)","Contract Start Date (USAspending)","Contract End Date (USAspending)","Contract Compete (USAspending)","Contract Description (USAspending)","Base Contract ID (USAspending)","Identifying Agency ID (USAspending)","Transaction Number (USAspending)","Timestamp (Contract)","Timestamp (Base Contract)"
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",44099,,Awarded,"	2800",SS001060021,,,SSARFP101010,yes,no,Yes,"RELIASOURCE, INC.",,0.087500,,,,,,,,,,"2016-07-14 17:53:15",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",44107,,Awarded,"	2800",SS001060108,,,N/A,no,no,Yes,"LOCKHEED MARTIN CORPORATION",,133.111428,,,,,,,,,,"2015-11-24 15:27:04",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",44109,,Awarded,"	2800",SS001140003,GS35F0143L,"	4730",N/A,no,no,Yes,"MICROLINK, L.L.C.",,0.000000,,,,,,,,,,"2016-07-14 17:53:15",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",44111,,Awarded,"	2800",SS001140009,GS35F4506G,"	4730",SSARFQ101461,no,no,Yes,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY GLOBAL CORPORATION",,0.000000,,,,,,,,,,"2016-03-04 15:37:14",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",44121,,Awarded,"	2800",SS001240045,GS35F4984H,"	4730",N/A,no,no,Yes,"INTERNATIONAL BUSINESS MACHINE",,0.000000,,,,,,,,,,"2016-02-02 21:48:19",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",44125,,Awarded,"	2800",SS001260078,,,SSARFP121020,no,no,Yes,"INFOGIX, INC.",,1.493795,,,,2017-07-06,,,,,,"2016-07-14 17:53:15",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",44129,,Awarded,"	2800",SS001260086,,,SSARFP121012,no,no,Yes,"PC MALL GOV, INC.,PCMG, INC.",,0.000000,,,,,,,,,,"2016-03-04 15:37:14",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",44133,,Awarded,"	2800",SS001340046,GS10F0189T,"	4730",N/A,no,no,Yes,"NOBLIS INCORPORATED",,0.000000,,,,,,,,,,"2015-09-15 21:01:04",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",44135,,Awarded,"	2800",SS001341002,GS35F4984H,"	4730",N/A,no,no,Yes,"INTERNATIONAL BUSINESS MACHINE",,0.000000,,,,,,,,,,"2016-02-02 21:48:19",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",44137,,Awarded,"	2800",SS001360026,,,SSARFQ130490,no,no,Yes,"IMMIXTECHNOLOGY, INC.",,1.262982,,,,2018-07-30,,,,,,"2016-08-08 21:08:24",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",44139,,Awarded,"	2800",SS001360033,,,N/A,no,no,Yes,"CINCOM SYSTEMS, INC.",,5.896040,,,,2018-09-30,,,,,,"2016-02-02 21:48:19",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",44143,,Awarded,"	2800",SS001361003,,,SSARFP131007,no,no,Yes,"SPECTRUM SYSTEMS, INC.",,6.678170,,,,2017-09-30,,,,,,"2015-11-24 15:27:04",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",44145,,Awarded,"	2800",SS001440017,GS35F4677G,"	4730",N/A,no,no,Yes,"NCS TECHNOLOGIES, INC.",,0.000000,,,,,,,,,,"2015-09-15 21:01:04",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",44147,,Awarded,"	2800",SS001441005,GS35F4076D,"	4730",SSARFQ141009,no,no,Yes,"DELL MARKETING LIMITED PARTNERSHIP",,0.000000,,,,,,,,,,"2016-08-08 21:08:24",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",44163,,Awarded,"	2800",SS001461005,,,SSARFP121025,yes,no,Yes,"OBXTEK INC.",,36.345017,,,,,,,,,,"2016-05-10 12:11:47",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",44165,,Awarded,"	2800",SS001461011,,,SSARFQ141022,no,no,Yes,"NIELSEN COMPANY US LLC, THE",,0.858480,,,,2018-09-30,,,,,,"2015-11-24 15:27:04",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",44185,,Awarded,"	2800",SS001431508,W91QUZ06A0004,"	9700",N/A,no,no,Yes,"DLT SOLUTIONS INCORPORATED",,0.711399,,,,2019-05-30,,,,,,"2016-06-15 11:59:35",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",45857,,Awarded,"	2800",SS001431837,NNG07DA20B,"	8000",SSARFQ141571,no,no,Yes,"IMMIXTECHNOLOGY, INC.",,18.660447,,,,2019-08-31,,,,,,"2015-09-15 21:01:04",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",45861,,Awarded,"	2800",SS001331070,GS35F0026J,"	4730",SSARFQ130624,no,no,Yes,"EN-NET SERVICES LLC",,0.481238,,,,2016-09-05,,,,,,"2016-06-15 11:59:35",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",45865,,Awarded,"	2800",SS001431777,GS35F0251V,"	4730",SSARFQ141541,no,no,Yes,"IRON BOW TECHNOLOGIES, LLC",,0.503566,,,,2018-07-31,,,,,,"2016-08-08 21:08:24",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",45877,,Awarded,"	2800",SS001440044,GS35F4445G,"	4730",N/A,no,no,Yes,"NETCON, INC",,0.000000,,,,,,,,,,"2015-11-24 15:27:04",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",45899,,Awarded,"	2800",SS001432010,GS06F0792Z,"	4732",SSARFQ141288,no,no,Yes,"KONIAG SERVICES, INC.",,2.433903,,,,2019-09-27,,,,,,"2015-11-24 15:27:04",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",45903,,Awarded,"	2800",SS001160060,,,SSARFP111041,no,no,Yes,"COMPUWARE CORPORATION",,73.600000,,,,,,,,,,"2016-08-08 21:08:24",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",45905,,Awarded,"	2800",SS001440035,GS35F0297K,"	4730",N/A,no,no,Yes,"AT&T MOBILITY LLC",,0.000000,,,,,,,,,,"2015-11-24 15:27:04",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",45907,,Awarded,"	2800",SS001530080,GS35F0340W,"	4730",SSARFQ150050,no,no,Yes,"BMC SOFTWARE, INC.",,39.712400,,,,2016-11-30,,,,,,"2015-12-02 16:37:35",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",45909,,Awarded,"	2800",SS001160052,,,SSARFP111001,no,no,Yes,"EVOLVER, INC.",,12.344943,,,,2018-09-28,,,,,,"2015-09-15 21:01:04",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",45911,,Awarded,"	2800",SS001060082,,,N/A,no,no,Yes,"NORTHROP GRUMMAN SYSTEMS CORPORATION",,67.879596,,,,,,,,,,"2016-06-15 11:59:35",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",46465,,Awarded,"	2800",SS001231077,NNG07DA46B,"	8000",SSARFQ121491,no,no,Yes,"ALVAREZ & ASSOCIATES, LLC",,3.037418,,,,2017-09-29,,,,,,"2015-09-15 21:01:04",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",46469,,Awarded,"	2800",SS001431064,GS00Q12NSD0016,"	4732",N/A,no,no,Yes,"NEXTIRAONE FEDERAL, LLC",,14.909092,,,,2018-12-25,,,,,,"2016-07-14 17:53:15",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",46477,,Awarded,"	2800",SS001530139,GS35F0265X,"	4732",SSARFQ150089,no,no,Yes,"IMMIXTECHNOLOGY, INC.",,3.370410,,,,2019-12-14,,,,,,"2016-02-02 21:48:19",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",46809,,Awarded,"	2800",SS001330244,NNG07DA45B,"	8000",SSARFQ130114,no,no,Yes,"THUNDERCAT TECHNOLOGY, LLC",,1.002349,,,,2018-01-31,,,,,,"2016-02-02 21:48:19",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",46827,,Awarded,"	2800",SS001530229,GS35F0668S,"	4730",SSARFQ150120,no,no,Yes,"VOCUS INCORPORATED",,0.396888,,,,2017-01-31,,,,,,"2016-02-02 21:48:19",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",46955,,Awarded,"	2800",SS001560023,,,SSARFQ150165,no,no,Yes,"PHOENIX SOFTWARE INTERNATIONAL, INC.",,1.059829,,,,2020-03-28,,,,,,"2016-04-18 13:28:29",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",46959,,Awarded,"	2800",SS001530081,GS35F0312U,"	4730",SSARFQ151001,no,no,Yes,FOUR,,154.669922,,,,2019-12-30,,,,,,"2016-03-04 15:37:14",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",47019,,Awarded,"	2800",SS001230387,GS00Q12NSD0014,"	4732",SSARFQ121085,no,no,Yes,"HP ENTERPRISE SERVICES, LLC",,1.713899,,,,2016-04-15,,,,,,"2016-04-18 13:28:29",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",47425,,Awarded,"	2800",SS001360034,,,SSARFP130015,no,no,Yes,"CREOAL CONSULTING, LLC",,0.025000,,,,,,,,,,"2016-03-04 15:37:14",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",48094,,Awarded,"	2800",SS001530662,GS35F0663R,"	4730",SSARFQ150440,no,no,Yes,"DIGITAL SPEECH SYSTEMS INCORPORATED",,0.145770,,,,2018-07-31,,,,,,"2016-08-08 21:08:24",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",48095,,Awarded,"	2800",SS001530697,GS35F0119Y,"	4732",SSARFQ150621,no,no,Yes,"CARAHSOFT TECHNOLOGY CORPORATION",,0.478355,,,,2016-09-29,,,,,,"2015-09-15 21:01:04",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",48097,,Awarded,"	2800",SS001530726,NNG15SC48B,"	8000",SSARFQ150530,no,no,Yes,"SOFTCHOICE CORPORATION",,0.349760,,,,2018-09-29,,,,,,"2016-07-14 17:53:15",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",48099,,Awarded,"	2800",SS001530751,GS35F0511T,"	4730",SSARFQ150515,no,no,Yes,"EC AMERICA, INC.",,0.195515,,,,2016-09-09,,,,,,"2015-09-15 21:01:04",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",48103,,Awarded,"	2800",SS001550208,,,SSARFQ150467,no,no,Yes,"DINO SOFTWARE CORPORATION",,0.427914,,,,2020-09-29,,,,,,"2016-08-08 21:08:24",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",48106,,Awarded,"	2800",SS001431890,NNG07DA46B,"	8000",SSARFQ141336,no,no,Yes,"ALVAREZ & ASSOCIATES, LLC",,1.243346,,,,2019-12-05,,,,,,"2015-09-15 21:01:04",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",48110,,Awarded,"	2800",SS001530867,GS35F555AA,"	4732",SSARFQ150547,no,no,Yes,"CHARTIS CONSULTING CORPORATION",,0.142362,,,,2016-02-29,,,,,,"2016-03-04 15:37:14",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",48113,,Awarded,"	2800",SS001560048,,,SSARFQ150691,no,no,Yes,"ROCKET SOFTWARE, INC.",,1.718903,,,,2020-08-19,,,,,,"2015-09-15 21:01:04",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",49754,,Awarded,"	2800",SS001660004,,,SSARFQ161049,no,no,Yes,"TIS AMERICAS, INC.",,0.351830,,,,2016-10-31,,,,,,"2015-11-24 14:07:55",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",49757,,Awarded,"	2800",SS001360037,,,SSARFP130017,no,no,Yes,"EMC CORPORATION",,0.500000,,,,,,,,,,"2016-03-04 15:37:14",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",49758,,Awarded,"	2800",SS001461028,,,SSARFP131010,yes,no,Yes,"EMC CORPORATION",,0.500000,,,,,,,,,,"2016-08-08 21:08:24",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",49759,,Awarded,"	2800",SS001331152,NNG07DA23B,"	8000",SSARFQ130683,no,no,Yes,"MERLIN INTERNATIONAL INCORPORATED",,1.211363,,,,2018-09-15,,,,,,"2015-11-24 15:27:04",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",49760,,Awarded,"	2800",SS001240013,GS35F0511T,"	4730",N/A,no,no,Yes,"EC AMERICA, INC.,EC AMRC/BSNESS OBJCTS AMERICAS",,0.000000,,,,,,,,,,"2015-11-24 15:27:04",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",49761,,Awarded,"	2800",SS001060107,,,N/A,no,no,Yes,"COMPUTER SCIENCES CORPORATION,CSC GOVERNMENT SOLUTIONS LLC",,60.435481,,,,,,,,,,"2015-11-24 15:27:04",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",49762,,Awarded,"	2800",SS001431870,GS35F0511T,"	4730",SSARFQ141478,no,no,Yes,"EC AMERICA, INC.",,2.068807,,,,2019-09-14,,,,,,"2015-11-24 15:27:04",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",49763,,Awarded,"	2800",SS001340053,GS35F0195J,"	4730",N/A,no,no,Yes,"CDW GOVERNMENT, INC.",,0.000000,,,,,,,,,,"2015-11-24 15:27:04",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",49764,,Awarded,"	2800",SS001530913,SS001560029,"	2800",SSARFP150010,no,no,Yes,"RED RIVER COMPUTER CO., INC.",,4.471395,,,,2020-08-31,,,,,,"2015-11-24 15:27:04",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",49766,,Awarded,"	2800",SS001530995,GS35F0363P,"	4730",SSARFQ150319,no,no,Yes,ESCGOV,,0.492476,,,,2020-09-29,,,,,,"2015-11-24 15:27:04",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",49767,,Awarded,"	2800",SS001530989,GS35F0855N,"	4730",N/A,no,no,Yes,"GENERATION 21",,4.630492,,,,2020-09-29,,,,,,"2015-11-24 15:27:04",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",49769,,Awarded,"	2800",SS001530967,GS35F5840H,"	4730",SSARFQ150505,no,no,Yes,"EDAC SYSTEMS, INC.",,0.183741,,,,2020-09-21,,,,,,"2015-11-24 15:27:05",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",49770,,Awarded,"	2800",SS001531028,TIRNO99D00005,"	2050",SSARFP150049,no,no,Yes,"THE MITRE CORPORATION",,0.992014,,,,2016-09-27,,,,,,"2016-02-02 21:48:19",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",49771,,Awarded,"	2800",SS001531026,GS35F5192G,"	4730",SSARFQ150780,no,no,Yes,"SPECTRUM SYSTEMS, LLC",,0.308066,,,,2016-09-28,,,,,,"2016-04-18 13:28:29",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",49772,,Awarded,"	2800",SS001531040,GS35F0654W,"	4730",SSARFQ150526,no,no,Yes,"DOCPOINT SOLUTIONS, LLC",,1.688279,,,,2016-09-29,,,,,,"2015-11-24 15:27:05",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",49773,,Awarded,"	2800",SS001540024,GS35F0163K,"	4730",N/A,no,no,Yes,"INTERNATIONAL SOFTWARE SYSTEMS",,0.000000,,,,,,,,,,"2016-08-08 21:08:24",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",49775,,Awarded,"	2800",SS001550285,,,SSARFQ150823,no,no,Yes,"VISION SOLUTIONS, INC.",,0.116628,,,,2018-09-15,,,,,,"2015-11-24 15:27:05",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",49776,,Awarded,"	2800",SS001560060,,,SSARFQ150841,no,no,Yes,"PITNEY BOWES INC.",,0.377299,,,,,,,,,,"2015-11-24 15:27:05",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",49777,,Awarded,"	2800",SS001560062,,,SSARFQ150655,no,no,Yes,"SYNCSORT INCORPORATED",,0.518928,,,,2020-09-29,,,,,,"2016-02-02 21:48:19",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",49778,,Awarded,"	2800",SS001240047,,,N/A,no,no,Yes,"CARAHSOFT TECHNOLOGY CORPORATION",,0.000000,,,,,,,,,,"2015-11-24 15:27:05",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",49779,,Awarded,"	2800",SS001630019,NNG15SC71B,"	8000",SSARFQ161051,no,no,Yes,"FCN, INC.",,0.657975,,,,2016-10-13,,,,,,"2016-02-02 21:48:19",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",49780,,Awarded,"	2800",SS001651003,,,SSARFQ161009,no,no,Yes,"IMMIXTECHNOLOGY, INC.",,0.120237,,,,2016-10-09,,,,,,"2015-11-24 15:27:05",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",49781,,Awarded,"	2800",SS001630027,GS35F253CA,"	4732",SSARFQ161069,no,no,Yes,"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",,0.144535,,,,2016-10-31,,,,,,"2015-11-24 15:27:05",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",49782,,Awarded,"	2800",SS001630042,GS35F253CA,"	4732",SSARFQ161070,no,no,Yes,"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",,0.127048,,,,2016-10-31,,,,,,"2015-11-24 15:27:05",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",49783,,Awarded,"	2800",SS001630031,GS35F253CA,"	4732",SSARFQ161054,no,no,Yes,"ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE, INC.",,0.114754,,,,2016-10-31,,,,,,"2015-11-24 15:27:05",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",49784,,Awarded,"	2800",SS001630018,NNG15SD78B,"	8000",SSARFQ161036,no,no,Yes,"HMS TECHNOLOGIES, INC.",,0.129465,,,,2016-10-31,,,,,,"2015-11-24 15:27:05",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",49785,,Awarded,"	2800",SS001640002,GS35F0324R,"	4730",N/A,no,no,Yes,"ALLIANCE TECHNOLOGY GROUP, LLC",,0.000000,,,,,,,,,,"2016-05-10 12:11:47",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",49786,,Awarded,"	2800",SS001431014,GS35F0456M,"	4730",SSARFQ141037,no,no,Yes,"ASG FEDERAL, INC",,4.113000,,,,2018-09-30,,,,,,"2016-02-02 21:48:19",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",49787,,Awarded,"	2800",SS001650015,,,SSARFQ161052,no,no,Yes,"HELP/SYSTEMS, LLC",,0.106311,,,,2016-10-31,,,,,,"2015-11-24 15:27:05",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",49805,,Awarded,"	2800",SS001630063,GS35F4543G,"	4730",SSARFQ161077,no,no,Yes,"DLT SOLUTIONS, LLC",,0.121696,,,,2016-11-30,,,,,,"2015-12-02 16:37:35",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50056,,Awarded,"	2800",SS001040013,GS35F0789J,"	4730",N/A,no,no,Yes,"LEXMARK INTERNATIONAL INC",,0.000000,,,,,,,,,,"2016-08-08 21:08:24",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50057,,Awarded,"	2800",SS001330125,GS00Q13NSD3000,"	4732",N/A,no,no,Yes,"SPRINT COMMUNICATIONS COMPANY L.P.",,1.972602,,,,2016-12-26,,,,,,"2016-08-08 21:08:24",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50058,,Awarded,"	2800",SS001331126,NNG07DA46B,"	8000",SSARFQ130644,no,no,Yes,"ALVAREZ & ASSOCIATES, LLC",SSA-RFQ-13-0644,0.988724,"Firm Fixed Price",N,2013-09-30,2018-09-29,N,"IGF::OT::IGF REPLACEMENT OF IBM 3900 ADVANCED FUNCTION PRINTERS USED FOR SYSOUT MAINFRAME PRINTING",225011,"	2800","	0","2016-02-02 21:48:19","2016-02-03 11:03:44"
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50060,,Awarded,"	2800",SS001440046,GS35F0567M,"	4730",N/A,no,no,Yes,"DATATECH ENTERPRISES INCORPORATED",,0.000000,,N,2014-09-30,,N,"SSA UTILIZES MITRATECH TEAMCONNECT SOFTWARE AS ITS NATIONAL DOCKETING AND MANAGEMENT INFORMATION SYSTEM (NDMIS) WHICH IS USED TO TRACK ALL OF SSA S PROGRAM LITIGATION CASES, GENERAL LITIGATION CASES, PROGRAM LAW MATTERS, AND GENERAL LAW MATTERS. NDMIS IS NOW IN USE IN SSA S TEN (10) REGIONAL OFFICES AND AT SSA HEADQUARTERS (HQ) IN BALTIMORE, MD, SUPPORTING APPROXIMATELY 700 USERS. THE NDMIS SYSTEM PROVIDES SPECIFIC CASE DETAILS, ESTABLISHES DUE DATES, AND PROVIDES MANAGEMENT INFORMATION ON APPROXIMATELY 17,000 OPEN PROGRAM LITIGATION CASES, GENERAL LITIGATION CASES, PROGRAM LAW MATTERS, AND GENERAL LAW MATTERS.",225044,"	2800",,"2016-02-02 21:48:19","2016-02-05 04:47:57"
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50061,,Awarded,"	2800",SS001630076,GS35F0047S,"	4730",SSARFQ161082,no,no,Yes,"GOVERNMENT RETIREMENT AND BENEFITS INCORPORATED",SSA-RFQ-16-1082,0.405396,,N,2016-01-01,2016-12-31,N,"GRB PLATFORM MAINTENANCE RENEWAL",225045,"	2800","	0","2016-02-02 21:48:19","2016-02-05 04:48:17"
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50062,,Awarded,"	2800",SS001630116,W91QUZ09A0003,"	9700",N/A,no,no,Yes,"CARAHSOFT TECHNOLOGY CORPORATION",,0.830875,,N,2016-01-08,2017-01-07,N,"CONTRACTOR SHALL PROVIDE THE RENEWAL MAINTENANCE FOR THE EMC SERVICE ASSURANCE SUITE SOFTWARE",225046,"	2800","	0","2016-02-02 21:48:19","2016-02-05 04:48:36"
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50064,,Awarded,"	2800",SS001650042,,,SSARFQ161104,no,no,Yes,"EMERGENT, LLC",SSA-RFQ-16-1104,0.126632,,N,2016-01-04,2017-01-03,N,"MAINTENANCE ON INTERCEDE MYID SOFTWARE",225048,"	2800","	0","2016-02-02 21:48:19","2016-02-05 04:49:32"
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50065,,Awarded,"	2800",SS001650047,,,SSARFP161013,no,no,Yes,"EASTMAN KODAK COMPANY",SSA-RFP-16-1013,0.138299,,N,2015-12-23,2021-12-31,N,"IGF::OT::IGF MAINTENANCE OF TWO KODAK SOCIAL SECURITY CARD PRINTERS AND RELATED SOFTWARE.",225049,"	2800","	0","2016-02-02 21:48:19","2016-02-05 04:50:12"
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50066,,Awarded,"	2800",SS001660005,,,SSARFQ161072,no,no,Yes,"FALON SOURCING SOLUTIONS LLC",SSA-RFQ-16-1072,0.437103,,N,2016-01-01,2020-12-31,N,"SECOND SUPPORT CENTER (SSC) PRINT MAIL FACILITY",225012,"	2800","	0","2016-02-02 21:48:19","2016-02-03 11:18:34"
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50067,,Awarded,"	2800",SS001660006,,,SSARFQ161063,no,no,Yes,"FALON SOURCING SOLUTIONS LLC",SSA-RFQ-16-1063,0.908337,,N,2016-01-01,2020-12-31,N,"IGF::CT::IGF CONTRACT FOR PRINTING OF SSN CARDS AND NOTICES AT NCC",225013,"	2800","	0","2016-02-02 21:48:19","2016-02-03 11:19:13"
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50381,,Awarded,"	2800",SS001360014,,,SSARFP131011,no,no,Yes,"MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION",SSA-RFP-13-1011,0.000000,,N,2013-07-08,,N,"IGF::CT::IGF - MICROSOFT ENGINEERING AND CONSULTING SUPPORT SERVICES CONTRACT; FIVE YR. POP; SERVICES COVER: PLANNING AND IMPLEMENTATION SUPPORT; INFRASTRUCTURE SUPPORT; ENGINEERING SUPPORT FOR SECURITY VULNERABILITIES;  ENGINEERING SUPPORT FOR APPLICATION DEVELOPMENT; OVERALL STRATEGY SUPPORT AND TASK COORDINATION; ALLIANCE SUPPORT; AND STATUS MEETINGS AND TECHNICAL REVIEWS.",225202,"	2800",,"2016-03-04 15:37:14","2016-03-05 01:49:50"
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50382,,Awarded,"	2800",SS001630195,NNG15SC65B,"	8000",SSARFQ161159,no,no,Yes,"COUNTERTRADE PRODUCTS, INC.",SSA-RFQ-16-1159,0.190800,,N,2016-03-01,2017-02-28,N,"RENEWAL OF SS00-15-30281 FOR MAINTENANCE ON ENTRUST SECURITY CERTIFICATE SEAT LICENSES FOR WINDOWS AND DEVICES.",225203,"	2800","	0","2016-03-04 15:37:14","2016-03-05 01:50:12"
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50383,,Awarded,"	2800",SS001630168,W91QUZ06A0002,"	9700",SSARFQ161166,no,no,Yes,"DLT SOLUTIONS INCORPORATED",SSA-RFQ-16-1166,4.795853,,N,2016-02-20,2017-02-19,N,"SMARTBUY RENEWAL OF ORACLE SOFTWARE MAINTENANCE FROM ORDER SS00-15-30263 AND ORDER SS00-15-30380 (CLIN 0059) FOR 12 MONTHS.",225204,"	2800","	0","2016-03-04 15:37:14","2016-03-05 01:50:34"
